time,ls_ratio_overall,price,L_ratio
1674183764183,1.135839384878257,21092.5,0.5317999999999999
1674183769383,1.133560913164071,21092.5,0.5313000000000001
1674183774578,1.1312872975277066,21092.6,0.5307999999999999
1674183779640,1.1353833013025838,21092.6,0.5317
1674183809907,1.3702299123014934,21096.7,0.5781000000000001
1674183814293,1.3747328425552126,21096.7,0.5789
1674183819445,1.3912003825920611,21096.7,0.5818
1674183824371,1.4758603614756127,21098.9,0.5961
1674183829545,1.6845637583892616,21103.5,0.6275000000000001
1674183834606,1.5471217524197658,21096.4,0.6074
1674183839698,1.5445292620865143,21094.4,0.6070000000000001
1674183869762,2.2927230819888047,21099.9,0.6963
1674183874119,2.4722222222222223,21104.7,0.712
1674183879315,2.691399040236249,21108.9,0.7291
1674183883580,2.7735849056603774,21109.9,0.735
1674183889324,2.4916201117318435,21103.9,0.7136
1674183894562,2.441156228492773,21101.9,0.7093999999999999
1674183898938,2.4399724802201583,21102.0,0.7093
1674183929831,2.5273368606701943,21099.9,0.7165
1674183934608,2.477051460361613,21099.8,0.7124
1674183939922,2.462603878116344,21099.0,0.7112
1674183944060,2.4482758620689653,21099.0,0.71
1674183949407,2.4305317324185247,21097.8,0.7085
1674183954679,2.3944331296673456,21097.3,0.7054
1674183959567,2.3636057854019508,21096.0,0.7027
1674183994480,2.2206119162640903,21099.9,0.6895
1674183999711,2.228931223764934,21101.3,0.6903
1674184004493,2.2341526520051747,21101.2,0.6908
1674184009844,2.2278889606197545,21100.5,0.6902
1674184013985,2.221649484536082,21098.4,0.6896
1674184019233,2.222687721559781,21098.3,0.6897
1674184024465,2.5236081747709656,21098.4,0.7162000000000001
1674184054291,2.5945363048166787,21100.6,0.7218
1674184059351,2.589375448671931,21101.0,0.7214
1674184064587,2.589375448671931,21101.0,0.7214
1674184069291,2.5971223021582728,21101.0,0.722
1674184074669,2.5958288385472854,21101.0,0.7219
1674184078900,2.3990482664853845,21099.4,0.7058
1674184084458,2.304692663582286,21099.4,0.6973999999999999
1674184119494,2.2819166393173616,21099.6,0.6953
1674184124538,2.279763857002296,21099.6,0.6950999999999999
1674184129760,2.2765399737876804,21099.6,0.6948
1674184134738,2.2615786040443577,21099.6,0.6934
1674184138990,2.2594524119947845,21099.5,0.6931999999999999
1674184144379,1.4195499637067506,21099.6,0.5867
1674184149420,1.446183953033268,21099.5,0.5912000000000001
1674184179497,1.4975024975024975,21102.0,0.5995999999999999
1674184184492,1.4721878862793571,21101.1,0.5954999999999999
1674184189729,1.4606299212598426,21100.0,0.5936
1674184194647,1.484472049689441,21101.0,0.5974999999999999
1674184199817,1.4770869457517957,21101.1,0.5962999999999999
1674184203945,1.7427317608337904,21101.1,0.6354
1674184209060,1.7457440966501918,21101.1,0.6357999999999999
1674184239552,1.0128824476650564,21094.5,0.5032
